id	conf	title	author	year	abstract	conf_short	theme
935	FOCS	Checking the Correctness of Memories	Manuel Blum,William S. Evans,Peter Gemmell,Sampath Kannan,Moni Naor	1991	The notion of program checking is extended to include programs that alter their environment, in particular, programs that store and retrieve data from memory. The model considered allows the checker a small amount of reliable memory. The checker is presented with a sequence of requests (online) to a data structure which must reside in a large but unreliable memory. The data structure is viewed as being controlled by an adversary. The checker is to perform each operation in the input sequence using its reliable memory and the unreliable data structure so that any error in the operation of the structure will be detected by the checker with high probability. Checkers for various data structures are presented. Lower bounds of log n on the amount of reliable memory needed by these checkers, where n is the size of the structure, are proved.	FOCS	theory
936	FOCS	Subquadratic Zero-Knowledge	Joan Boyar,Gilles Brassard,René Peralta	1991	The communication complexity of zero-knowledge proof systems is improved. Let C be a Boolean circuit of size n. Previous zero-knowledge proof systems for the satisfiability of C require the use of Omega (kn) bit commitments in order to achieve a probability of undetected cheating not greater than 2/sup -k/. In the case k=n, the communication complexity of these protocols is therefore Omega (n/sup 2/) bit commitments. A zero-knowledge proof is given for achieving the same goal with only O(n/sup m/+k square root n/sup m/) bit commitments, where m=1+ epsilon /sub n/ and epsilon /sub n/ goes to zero as n goes to infinity. In the case k=n, this is O(n square root n/sup m/). Moreover, only O(k) commitments need ever be opened, which is interesting if committing to a bit is significantly less expensive than opening a commitment.	FOCS	theory
937	FOCS	Size-Depth Tradeoffs for Algebraic Formulae	Nader H. Bshouty,Richard Cleve,Wayne Eberly	1991	Some tradeoffs between the size and depth of algebraic formulas are proved. It is shown that, for any fixed in >0, any algebraic formula of size S can be converted into an equivalent formula of depth O(log S) and size O(S/sup 1+ in /). This result is an improvement over previously known results where, to obtain the same depth bound, the formula size is Omega (S/sup alpha /), with alpha >or=2.	FOCS	theory
938	FOCS	An Optimal Convex Hull Algorithm and New Results on Cuttings (Extended Abstract)	Bernard Chazelle	1991	An optimal algorithm for computing hyperplane cuttings is given. It results in a new kind of cutting, which enjoys all the properties of the previous ones and, in addition, can be refined by composition. An optimal algorithm for computing the convex hull of a finite point set in any fixed dimension is also given.	FOCS	theory
939	FOCS	How to Learn an Unknown Environment (Extended Abstract)	Xiaotie Deng,Tiko Kameda,Christos H. Papadimitriou	1991	The authors consider the problem faced by a newborn that must explore and learn an unknown room with obstacles in it. They seek algorithms that achieve a bounded ratio of the worst-case distance traversed in order to see all visible points of the environment (thus creating a map), divided by the optimum distance needed to verify the map. The situation is complicated by the fact that the latter offline problem (optimally verifying a map) is NP-hard and thus must be solved approximately. Although the authors show that there is no such competitive algorithm for general obstacle courses, they give a competitive algorithm for the case of a polygonal room with a bounded number of obstacles in it.	FOCS	theory
940	FOCS	On the Complexity of Computing the Homology Type of a Triangulation	Bruce Randall Donald,Davied Renpan Chang	1991	An algorithm for computing the homology type of a triangulation is analyzed. By triangulation is meant a finite simplicial complex; its homology type is given by its homology groups (with integer coefficients). The algorithm could be used in computer-aided design to tell whether two finite-element meshes or Bezier-spline surfaces are of the same topological type, and whether they can be embedded in R/sup 3/. Homology computation is a pure combinatorial problem of considerable intrinsic interest. While the worst-case bounds obtained for this algorithm are poor, it is argued that many triangulations (in general) and virtually all triangulations in design are very sparse in a particular sense. This sparseness measure is formalized, and a probabilistic analysis of the sparse case is performed to show that the expected running time, of the algorithm is roughly quadratic in the geometric complexity (number of simplices) and linear in the dimension.	FOCS	theory
941	FOCS	On Better Heuristic for Euclidean Steiner Minimum Trees (Extended Abstract)	Ding-Zhu Du,Yanjun Zhang,Qing Feng	1991	Finding a shortest network interconnecting a given set of points in the Euclidean plane (a Steiner minimum tree) is known to be NP-hard. It is shown that there exists a polynomial-time heuristic with a performance ratio bigger than square root 3/2.	FOCS	theory
942	FOCS	A Quadratic Time Algorithm for The MinMax Length Triangulation (Extended Abstract)	Herbert Edelsbrunner,Tiow Seng Tan	1991	A Quadratic Time Algorithm for The MinMax Length Triangulation (Extended Abstract)	FOCS	theory
943	FOCS	Communication Complexity Towards Lower Bounds on Circuit Depth	Jeff Edmonds,Steven Rudich,Russell Impagliazzo,Jiri Sgall	1991	Communication Complexity Towards Lower Bounds on Circuit Depth	FOCS	theory
944	FOCS	Tree Automata, Mu-Calculus and Determinacy (Extended Abstract)	E. Allen Emerson,Charanjit S. Jutla	1991	Tree Automata, Mu-Calculus and Determinacy (Extended Abstract)	FOCS	theory
945	FOCS	A General Approach to Removing Degeneracies	Ioannis Z. Emiris,John F. Canny	1991	Algorithms modeled as algebraic branching programs, with inputs from an infinite ordered field, are studied. Direct perturbations on the input, so that an algorithm designed under the assumption of nondegeneracy can be applied to all inputs, are described. A deterministic method for algorithms with determinant tests and a randomized one for arbitrary test expressions are defined. They both incur extra complexity factors that are constant in several cases. Moreover, polynomial and exponential time algorithms always remain in the same complexity class while being enhanced with the power to execute on arbitrary inputs. Both methods are distinguished by their conceptual elegance and are significantly faster than previous ones.	FOCS	theory
946	FOCS	Dynamic Three-Dimensional Linear Programming	David Eppstein	1991	Linear programming optimizations on the intersection of k polyhedra in R/sup 3/, represented by their outer recursive decompositions, are performed in expected time O(k log k log n+ square root k log k log/sup 3/ n). This result is used to derive efficient algorithms for dynamic linear programming problems ill which constraints are inserted and deleted, and queries must optimize specified objective functions. As an application, an improved solution to the planar 2-center problem, is described.	FOCS	theory
947	FOCS	Amortized Communication Complexity (Preliminary Version)	Tomás Feder,Eyal Kushilevitz,Moni Naor	1991	The authors study the direct sum problem with respect to communication complexity: Consider a function f: D to (0, 1), where D contained in (0, 1)/sup n/*(0, 1)/sup n/. The amortized communication complexity of f, i.e. the communication complexity of simultaneously computing f on l instances, divided by l is studied. The authors present, both in the deterministic and the randomized model, functions with communication complexity Theta (log n) and amortized communication complexity O(1). They also give a general lower bound on the amortized communication complexity of any function f in terms of its communication complexity C(f).	FOCS	theory
948	FOCS	Approximating Clique is Almost NP-Complete (Preliminary Version)	Uriel Feige,Shafi Goldwasser,László Lovász,Shmuel Safra,Mario Szegedy	1991	The computational complexity of approximating omega (G), the size of the largest clique in a graph G, within a given factor is considered. It is shown that if certain approximation procedures exist, then EXPTIME=NEXPTIME and NP=P.	FOCS	theory
949	FOCS	Dynamic Scheduling on Parallel Machines	Anja Feldmann,Jiri Sgall,Shang-Hua Teng	1991	The problem of online job scheduling on various parallel architectures is studied. An O((log log n)/sup 1/2/)-competitive algorithm for online dynamic scheduling on an n*n mesh is given. It is proved that this algorithm is optimal up to a constant factor. The algorithm is not greedy, and the lower bound proof shows that no greedy-like algorithm can be very good. The upper bound result can be generalized to any fixed-dimensional meshes. Competitive scheduling algorithms for other architectures are given.	FOCS	theory
